category_id,category_level,category_name,category_label,level1_category_id,level1_category_name,level2_category_id,level2_category_name,level3_category_id,level3_category_name
4d4b7105d754a06373d81259,1,Event,Event,4d4b7105d754a06373d81259,Event,N/A,N/A,N/A,N/A
4bf58dd8d48988d10e941735,3,Greek Restaurant,Dining and Drinking > Restaurant > Greek Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d10e941735,Greek Restaurant
56aa371ce4b08b9a8d57356c,3,Beer Bar,Dining and Drinking > Bar > Beer Bar,63be6904847c3692a84b9bb5,Dining and Drinking,4bf58dd8d48988d116941735,Bar,56aa371ce4b08b9a8d57356c,Beer Bar
5f2c14a5b6d05514c7042eb7,2,VR Cafe,Arts and Entertainment > VR Cafe,4d4b7104d754a06370d81259,Arts and Entertainment,5f2c14a5b6d05514c7042eb7,VR Cafe,N/A,N/A
5bae9231bedf3950379f89c3,3,Trade Fair,Event > Marketplace > Trade Fair,4d4b7105d754a06373d81259,Event,63be6904847c3692a84b9bb8,Marketplace,5bae9231bedf3950379f89c3,Trade Fair
63be6904847c3692a84b9b3f,3,Banking and Finance,Business and Professional Services > Financial Service > Banking and Finance,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b3d,Financial Service,63be6904847c3692a84b9b3f,Banking and Finance
63be6904847c3692a84b9bb4,2,Utility Company,Community and Government > Utility Company,63be6904847c3692a84b9b9a,Community and Government,63be6904847c3692a84b9bb4,Utility Company,N/A,N/A
52f2ab2ebcbc57f1066b8b1d,3,Dry Cleaner,Business and Professional Services > Health and Beauty Service > Dry Cleaner,4d4b7105d754a06375d81259,Business and Professional Services,54541900498ea6ccd0202697,Health and Beauty Service,52f2ab2ebcbc57f1066b8b1d,Dry Cleaner
5f2c1c31b6d05514c704334c,6,Peruvian Roast Chicken Joint,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Peruvian Restaurant > Peruvian Roast Chicken Joint,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d1be941735,Latin American Restaurant
52f2ab2ebcbc57f1066b8b4d,2,Toll Booth,Travel and Transportation > Toll Booth,4d4b7105d754a06379d81259,Travel and Transportation,52f2ab2ebcbc57f1066b8b4d,Toll Booth,N/A,N/A
4bf58dd8d48988d100941735,3,Conference Room,Business and Professional Services > Convention Center > Conference Room,4d4b7105d754a06375d81259,Business and Professional Services,4bf58dd8d48988d1ff931735,Convention Center,4bf58dd8d48988d100941735,Conference Room
58daa1558bbb0b01f18ec1cd,4,Lebanese Restaurant,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Lebanese Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d115941735,Middle Eastern Restaurant
52f2ab2ebcbc57f1066b8b30,3,Used Bookstore,Retail > Bookstore > Used Bookstore,4d4b7105d754a06378d81259,Retail,4bf58dd8d48988d114951735,Bookstore,52f2ab2ebcbc57f1066b8b30,Used Bookstore
4bf58dd8d48988d149941735,4,Thai Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d142941735,Asian Restaurant
4bf58dd8d48988d1f4931735,2,Race Track,Sports and Recreation > Race Track,4f4528bc4b90abdf24c9de85,Sports and Recreation,4bf58dd8d48988d1f4931735,Race Track,N/A,N/A
63be6904847c3692a84b9b7d,2,Photography Service,Business and Professional Services > Photography Service,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b7d,Photography Service,N/A,N/A
63be6904847c3692a84b9b92,3,Website Designer,Business and Professional Services > Technology Business > Website Designer,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b90,Technology Business,63be6904847c3692a84b9b92,Website Designer
52e81612bcbc57f1066b7a2c,3,Rugby Pitch,Sports and Recreation > Rugby > Rugby Pitch,4f4528bc4b90abdf24c9de85,Sports and Recreation,63be6904847c3692a84b9c14,Rugby,52e81612bcbc57f1066b7a2c,Rugby Pitch
63be6904847c3692a84b9b87,3,Real Estate Appraiser,Business and Professional Services > Real Estate Service > Real Estate Appraiser,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b83,Real Estate Service,63be6904847c3692a84b9b87,Real Estate Appraiser
56aa371be4b08b9a8d573550,2,Food and Beverage Service,Business and Professional Services > Food and Beverage Service,4d4b7105d754a06375d81259,Business and Professional Services,56aa371be4b08b9a8d573550,Food and Beverage Service,N/A,N/A
4f4530a74b9074f6e4fb0100,3,Boarding House,Travel and Transportation > Lodging > Boarding House,4d4b7105d754a06379d81259,Travel and Transportation,63be6904847c3692a84b9c25,Lodging,4f4530a74b9074f6e4fb0100,Boarding House
57558b36e4b065ecebd306c5,4,Breton Restaurant,Dining and Drinking > Restaurant > French Restaurant > Breton Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d10c941735,French Restaurant
63be6904847c3692a84b9b25,2,Ticket Seller,Arts and Entertainment > Ticket Seller,4d4b7104d754a06370d81259,Arts and Entertainment,63be6904847c3692a84b9b25,Ticket Seller,N/A,N/A
52e81612bcbc57f1066b79fd,3,Jewish Restaurant,Dining and Drinking > Restaurant > Jewish Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,52e81612bcbc57f1066b79fd,Jewish Restaurant
55a5a1ebe4b013909087cb7c,4,Agriturismo,Dining and Drinking > Restaurant > Italian Restaurant > Agriturismo,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d110941735,Italian Restaurant
63be6904847c3692a84b9bb7,2,Entertainment Event,Event > Entertainment Event,4d4b7105d754a06373d81259,Event,63be6904847c3692a84b9bb7,Entertainment Event,N/A,N/A
55a5a1ebe4b013909087cb8f,4,Sardinian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant > Sardinian Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d110941735,Italian Restaurant
63be6904847c3692a84b9c16,3,Running Club,Sports and Recreation > Running and Track > Running Club,4f4528bc4b90abdf24c9de85,Sports and Recreation,63be6904847c3692a84b9c15,Running and Track,63be6904847c3692a84b9c16,Running Club
4bf58dd8d48988d1a8941735,4,General College & University,Community and Government > Education > College and University > General College & University,63be6904847c3692a84b9b9a,Community and Government,4bf58dd8d48988d13b941735,Education,4d4b7105d754a06372d81259,College and University
69d41dd556ec6a4ded8e8276,4,Parcel Locker,Community and Government > Government Building > Post Office > Parcel Locker,63be6904847c3692a84b9b9a,Community and Government,4bf58dd8d48988d126941735,Government Building,4bf58dd8d48988d172941735,Post Office
52e81612bcbc57f1066b79ef,2,Country Dance Club,Arts and Entertainment > Country Dance Club,4d4b7104d754a06370d81259,Arts and Entertainment,52e81612bcbc57f1066b79ef,Country Dance Club,N/A,N/A
5454152e498ef71e2b9132c6,2,Event Service,Business and Professional Services > Event Service,4d4b7105d754a06375d81259,Business and Professional Services,5454152e498ef71e2b9132c6,Event Service,N/A,N/A
56aa371be4b08b9a8d573520,3,Tour Provider,Travel and Transportation > Tourist Information and Service > Tour Provider,4d4b7105d754a06379d81259,Travel and Transportation,4f4530164b9074f6e4fb00ff,Tourist Information and Service,56aa371be4b08b9a8d573520,Tour Provider
55a59bace4b013909087cb2d,5,Takoyaki Place,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Takoyaki Place,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d142941735,Asian Restaurant
4bf58dd8d48988d1f9931735,2,Road,Travel and Transportation > Road,4d4b7105d754a06379d81259,Travel and Transportation,4bf58dd8d48988d1f9931735,Road,N/A,N/A
56aa371be4b08b9a8d573558,5,Venezuelan Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Venezuelan Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d1be941735,Latin American Restaurant
52f2ab2ebcbc57f1066b8b28,2,Print Store,Retail > Print Store,4d4b7105d754a06378d81259,Retail,52f2ab2ebcbc57f1066b8b28,Print Store,N/A,N/A
63be6904847c3692a84b9b6d,2,Logging Service,Business and Professional Services > Logging Service,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b6d,Logging Service,N/A,N/A
5744ccdfe4b0c0459246b4ac,3,Kingdom Hall,Community and Government > Spiritual Center > Kingdom Hall,63be6904847c3692a84b9b9a,Community and Government,4bf58dd8d48988d131941735,Spiritual Center,5744ccdfe4b0c0459246b4ac,Kingdom Hall
57558b36e4b065ecebd306b2,4,Labour Canteen,Dining and Drinking > Restaurant > French Restaurant > Labour Canteen,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d10c941735,French Restaurant
559acbe0498e472f1a53fa23,3,Erotic Museum,Arts and Entertainment > Museum > Erotic Museum,4d4b7104d754a06370d81259,Arts and Entertainment,4bf58dd8d48988d181941735,Museum,559acbe0498e472f1a53fa23,Erotic Museum
4bf58dd8d48988d1f7941735,2,Flea Market,Retail > Flea Market,4d4b7105d754a06378d81259,Retail,4bf58dd8d48988d1f7941735,Flea Market,N/A,N/A
63be6904847c3692a84b9c07,3,Football Field,Sports and Recreation > Football > Football Field,4f4528bc4b90abdf24c9de85,Sports and Recreation,63be6904847c3692a84b9c05,Football,63be6904847c3692a84b9c07,Football Field
5f2c239eb6d05514c70441ee,5,Teishoku Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Teishoku Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d142941735,Asian Restaurant
4bf58dd8d48988d165941735,2,Scenic Lookout,Landmarks and Outdoors > Scenic Lookout,4d4b7105d754a06377d81259,Landmarks and Outdoors,4bf58dd8d48988d165941735,Scenic Lookout,N/A,N/A
63be6904847c3692a84b9beb,2,Dance Store,Retail > Dance Store,4d4b7105d754a06378d81259,Retail,63be6904847c3692a84b9beb,Dance Store,N/A,N/A
50be8ee891d4fa8dcc7199a7,2,Market,Retail > Market,4d4b7105d754a06378d81259,Retail,50be8ee891d4fa8dcc7199a7,Market,N/A,N/A
63be6904847c3692a84b9bfb,2,Swimming Pool Supply Store,Retail > Swimming Pool Supply Store,4d4b7105d754a06378d81259,Retail,63be6904847c3692a84b9bfb,Swimming Pool Supply Store,N/A,N/A
4bf58dd8d48988d197941735,4,College Administrative Building,Community and Government > Education > College and University > College Administrative Building,63be6904847c3692a84b9b9a,Community and Government,4bf58dd8d48988d13b941735,Education,4d4b7105d754a06372d81259,College and University
57558b36e4b065ecebd306b0,4,Brasserie,Dining and Drinking > Restaurant > French Restaurant > Brasserie,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d10c941735,French Restaurant
4c38df4de52ce0d596b336e1,2,Parking,Travel and Transportation > Parking,4d4b7105d754a06379d81259,Travel and Transportation,4c38df4de52ce0d596b336e1,Parking,N/A,N/A
4bf58dd8d48988d1be941735,3,Latin American Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d1be941735,Latin American Restaurant
52af3b9a3cf9994f4e043c07,5,Yunnan Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Yunnan Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d142941735,Asian Restaurant
69d41dd556ec6a4ded8e825c,2,Cape,Landmarks and Outdoors > Cape,4d4b7105d754a06377d81259,Landmarks and Outdoors,69d41dd556ec6a4ded8e825c,Cape,N/A,N/A
50327c8591d4c4b30a586d5d,2,Brewery,Dining and Drinking > Brewery,63be6904847c3692a84b9bb5,Dining and Drinking,50327c8591d4c4b30a586d5d,Brewery,N/A,N/A
63be6904847c3692a84b9bc2,3,Psychologist,Health and Medicine > Mental Health Service > Psychologist,63be6904847c3692a84b9bb9,Health and Medicine,63be6904847c3692a84b9bc1,Mental Health Service,63be6904847c3692a84b9bc2,Psychologist
4f4531b14b9074f6e4fb0103,2,Medical Lab,Health and Medicine > Medical Lab,63be6904847c3692a84b9bb9,Health and Medicine,4f4531b14b9074f6e4fb0103,Medical Lab,N/A,N/A
63be6904847c3692a84b9b8f,2,Security and Safety,Business and Professional Services > Security and Safety,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b8f,Security and Safety,N/A,N/A
5bae9231bedf3950379f89cd,2,Hill,Landmarks and Outdoors > Hill,4d4b7105d754a06377d81259,Landmarks and Outdoors,5bae9231bedf3950379f89cd,Hill,N/A,N/A
4d4b7105d754a06379d81259,1,Travel and Transportation,Travel and Transportation,4d4b7105d754a06379d81259,Travel and Transportation,N/A,N/A,N/A,N/A
5294cbda3cf9994f4e043a63,6,Pastelaria,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant > Pastelaria,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d1be941735,Latin American Restaurant
56aa371be4b08b9a8d57355c,2,Vape Store,Retail > Vape Store,4d4b7105d754a06378d81259,Retail,56aa371be4b08b9a8d57355c,Vape Store,N/A,N/A
63be6904847c3692a84b9b51,3,Doors and Windows Contractor,Business and Professional Services > Home Improvement Service > Doors and Windows Contractor,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b58,Home Improvement Service,63be6904847c3692a84b9b51,Doors and Windows Contractor
69d41dd556ec6a4ded8e826c,3,District,Landmarks and Outdoors > States and Municipalities > District,4d4b7105d754a06377d81259,Landmarks and Outdoors,530e33ccbcbc57f1066bbfe4,States and Municipalities,69d41dd556ec6a4ded8e826c,District
4bf58dd8d48988d1c3941735,3,Moroccan Restaurant,Dining and Drinking > Restaurant > Moroccan Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d1c3941735,Moroccan Restaurant
5413605de4b0ae91d18581a9,3,Sri Lankan Restaurant,Dining and Drinking > Restaurant > Sri Lankan Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,5413605de4b0ae91d18581a9,Sri Lankan Restaurant
69d41dd556ec6a4ded8e8269,2,Boardwalk,Landmarks and Outdoors > Boardwalk,4d4b7105d754a06377d81259,Landmarks and Outdoors,69d41dd556ec6a4ded8e8269,Boardwalk,N/A,N/A
69d41dd556ec6a4ded8e8271,2,Natural Gas Field,Landmarks and Outdoors > Natural Gas Field,4d4b7105d754a06377d81259,Landmarks and Outdoors,69d41dd556ec6a4ded8e8271,Natural Gas Field,N/A,N/A
56aa371be4b08b9a8d5734ea,5,Samgyetang Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Korean Restaurant > Samgyetang Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d142941735,Asian Restaurant
4bf58dd8d48988d192941735,2,Planetarium,Arts and Entertainment > Planetarium,4d4b7104d754a06370d81259,Arts and Entertainment,4bf58dd8d48988d192941735,Planetarium,N/A,N/A
63be6904847c3692a84b9b24,2,Party Center,Arts and Entertainment > Party Center,4d4b7104d754a06370d81259,Arts and Entertainment,63be6904847c3692a84b9b24,Party Center,N/A,N/A
52af3ab53cf9994f4e043bf1,5,Guizhou Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Guizhou Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d142941735,Asian Restaurant
63be6904847c3692a84b9b58,2,Home Improvement Service,Business and Professional Services > Home Improvement Service,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b58,Home Improvement Service,N/A,N/A
63be6904847c3692a84b9bd2,3,Oncologist,Health and Medicine > Physician > Oncologist,63be6904847c3692a84b9bb9,Health and Medicine,63be6904847c3692a84b9bc6,Physician,63be6904847c3692a84b9bd2,Oncologist
4bf58dd8d48988d152941735,4,Arepa Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant > Arepa Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d1be941735,Latin American Restaurant
63be6904847c3692a84b9be7,3,Moped Dealership,Retail > Automotive Retail > Moped Dealership,4d4b7105d754a06378d81259,Retail,63be6904847c3692a84b9be3,Automotive Retail,63be6904847c3692a84b9be7,Moped Dealership
5109983191d435c0d71c2bb1,3,Attraction,Arts and Entertainment > Amusement Park > Attraction,4d4b7104d754a06370d81259,Arts and Entertainment,4bf58dd8d48988d182941735,Amusement Park,5109983191d435c0d71c2bb1,Attraction
4bf58dd8d48988d11a941735,2,Other Nightlife,Nightlife Spot > Other Nightlife,4d4b7105d754a06376d81259,Nightlife Spot,4bf58dd8d48988d11a941735,Other Nightlife,N/A,N/A
4bf58dd8d48988d111951735,3,Jewelry Store,Retail > Fashion Retail > Jewelry Store,4d4b7105d754a06378d81259,Retail,63be6904847c3692a84b9bec,Fashion Retail,4bf58dd8d48988d111951735,Jewelry Store
4bf58dd8d48988d105941735,3,Gym Pool,Sports and Recreation > Gym and Studio > Gym Pool,4f4528bc4b90abdf24c9de85,Sports and Recreation,4bf58dd8d48988d175941735,Gym and Studio,4bf58dd8d48988d105941735,Gym Pool
5fac010d99ce226e27fe7467,2,Picnic Shelter,Landmarks and Outdoors > Picnic Shelter,4d4b7105d754a06377d81259,Landmarks and Outdoors,5fac010d99ce226e27fe7467,Picnic Shelter,N/A,N/A
58daa1558bbb0b01f18ec1c7,5,Jegaraki,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Persian Restaurant > Jegaraki,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d115941735,Middle Eastern Restaurant
63be6904847c3692a84b9b54,3,Garage Door Supplier,Business and Professional Services > Home Improvement Service > Garage Door Supplier,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b58,Home Improvement Service,63be6904847c3692a84b9b54,Garage Door Supplier
52af3b813cf9994f4e043c04,5,Taiwanese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Taiwanese Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d142941735,Asian Restaurant
4bf58dd8d48988d163941735,2,Park,Landmarks and Outdoors > Park,4d4b7105d754a06377d81259,Landmarks and Outdoors,4bf58dd8d48988d163941735,Park,N/A,N/A
56aa371be4b08b9a8d573532,2,Exhibit,Arts and Entertainment > Exhibit,4d4b7104d754a06370d81259,Arts and Entertainment,56aa371be4b08b9a8d573532,Exhibit,N/A,N/A
4bf58dd8d48988d1de931735,3,Tattoo Parlor,Business and Professional Services > Health and Beauty Service > Tattoo Parlor,4d4b7105d754a06375d81259,Business and Professional Services,54541900498ea6ccd0202697,Health and Beauty Service,4bf58dd8d48988d1de931735,Tattoo Parlor
4f452cd44b9081a197eba860,3,Hockey Field,Sports and Recreation > Hockey > Hockey Field,4f4528bc4b90abdf24c9de85,Sports and Recreation,63be6904847c3692a84b9c0b,Hockey,4f452cd44b9081a197eba860,Hockey Field
4bf58dd8d48988d18d941735,2,Gaming Cafe,Arts and Entertainment > Gaming Cafe,4d4b7104d754a06370d81259,Arts and Entertainment,4bf58dd8d48988d18d941735,Gaming Cafe,N/A,N/A
52f2ab2ebcbc57f1066b8b23,2,Perfume Store,Retail > Perfume Store,4d4b7105d754a06378d81259,Retail,52f2ab2ebcbc57f1066b8b23,Perfume Store,N/A,N/A
63be6904847c3692a84b9c03,2,Disc Golf Course,Arts and Entertainment > Disc Golf Course,4d4b7104d754a06370d81259,Arts and Entertainment,63be6904847c3692a84b9c03,Disc Golf Course,N/A,N/A
52960eda3cf9994f4e043ac8,5,Manadonese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Indonesian Restaurant > Manadonese Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d142941735,Asian Restaurant
63be6904847c3692a84b9bba,2,AIDS Resource,Health and Medicine > AIDS Resource,63be6904847c3692a84b9bb9,Health and Medicine,63be6904847c3692a84b9bba,AIDS Resource,N/A,N/A
5744ccdfe4b0c0459246b4d0,3,Dutch Restaurant,Dining and Drinking > Restaurant > Dutch Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,5744ccdfe4b0c0459246b4d0,Dutch Restaurant
4bf58dd8d48988d1aa941735,4,College Quad,Community and Government > Education > College and University > College Quad,63be6904847c3692a84b9b9a,Community and Government,4bf58dd8d48988d13b941735,Education,4d4b7105d754a06372d81259,College and University
545419b1498ea6ccd0202f58,3,Home Service,Business and Professional Services > Home Improvement Service > Home Service,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b58,Home Improvement Service,545419b1498ea6ccd0202f58,Home Service
4bf58dd8d48988d11b951735,2,Flower Store,Retail > Flower Store,4d4b7105d754a06378d81259,Retail,4bf58dd8d48988d11b951735,Flower Store,N/A,N/A
63be6904847c3692a84b9b35,2,Computer Repair Service,Business and Professional Services > Computer Repair Service,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b35,Computer Repair Service,N/A,N/A
4bf58dd8d48988d1db931735,4,Tapas Restaurant,Dining and Drinking > Restaurant > Spanish Restaurant > Tapas Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d150941735,Spanish Restaurant
52af39fb3cf9994f4e043be9,4,Tibetan Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Tibetan Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d142941735,Asian Restaurant
63be6904847c3692a84b9b45,3,Stock Broker,Business and Professional Services > Financial Service > Stock Broker,4d4b7105d754a06375d81259,Business and Professional Services,63be6904847c3692a84b9b3d,Financial Service,63be6904847c3692a84b9b45,Stock Broker
5fac002599ce226e27fe72e5,2,Architecture Firm,Business and Professional Services > Architecture Firm,4d4b7105d754a06375d81259,Business and Professional Services,5fac002599ce226e27fe72e5,Architecture Firm,N/A,N/A
4bf58dd8d48988d17b941735,2,Zoo,Arts and Entertainment > Zoo,4d4b7104d754a06370d81259,Arts and Entertainment,4bf58dd8d48988d17b941735,Zoo,N/A,N/A
63be6904847c3692a84b9baa,2,Organization,Community and Government > Organization,63be6904847c3692a84b9b9a,Community and Government,63be6904847c3692a84b9baa,Organization,N/A,N/A
56aa371ce4b08b9a8d573570,3,Adult Education,Community and Government > Education > Adult Education,63be6904847c3692a84b9b9a,Community and Government,4bf58dd8d48988d13b941735,Education,56aa371ce4b08b9a8d573570,Adult Education
4bf58dd8d48988d1ea941735,3,Apres Ski Bar,Dining and Drinking > Bar > Apres Ski Bar,63be6904847c3692a84b9bb5,Dining and Drinking,4bf58dd8d48988d116941735,Bar,4bf58dd8d48988d1ea941735,Apres Ski Bar
55a5a1ebe4b013909087cb7f,4,Trattoria,Dining and Drinking > Restaurant > Italian Restaurant > Trattoria,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d110941735,Italian Restaurant
53d6c1b0e4b02351e88a83e2,4,Cretan Restaurant,Dining and Drinking > Restaurant > Greek Restaurant > Cretan Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d10e941735,Greek Restaurant
55a5a1ebe4b013909087cbaa,4,Piedmontese Restaurant,Dining and Drinking > Restaurant > Italian Restaurant > Piedmontese Restaurant,63be6904847c3692a84b9bb5,Dining and Drinking,4d4b7105d754a06374d81259,Restaurant,4bf58dd8d48988d110941735,Italian Restaurant
